2020-11-12 21:46:17,495   ******************************************************
2020-11-12 21:46:17,495                     dlrm_s_pytorch.py                   
2020-11-12 21:46:17,495   args = Namespace(activation_function='relu', arch_embedding_size='4-3-2', arch_interaction_itself=False, arch_interaction_op='dot', arch_mlp_bot='13-64-32-33-8', arch_mlp_top='64-32-1', arch_sparse_feature_size=8, data_generation='dataset', data_randomize='total', data_set='kaggle', data_size=1, data_sub_sample_rate=0.0, data_trace_enable_padding=False, data_trace_file='./input/dist_emb_j.log', dataset_multiprocessing=False, debug_mode=False, enable_profiling=False, gpu_id='1', grow_embedding=True, growth_step=4, growth_stop_horizon=0.5, inference_only=False, initialization='zero', learning_rate=0.1, load_model='', loss_function='bce', loss_threshold=0.0, loss_weights='1.0-1.0', lr_decay_start_step=0, lr_num_decay_steps=0, lr_num_warmup_steps=0, max_ind_range=-1, md_flag=False, md_round_dims=False, md_temperature=0.3, md_threshold=200, memory_map=False, mini_batch_size=64, mlperf_acc_threshold=0.0, mlperf_auc_threshold=0.0, mlperf_bin_loader=False, mlperf_bin_shuffle=False, mlperf_logging=False, nepochs=1, num_batches=0, num_indices_per_lookup=10, num_indices_per_lookup_fixed=False, num_workers=0, numpy_rand_seed=123, plot_compute_graph=False, print_freq=1024, print_precision=5, print_time=False, processed_data_file='./input/kaggleAdDisplayChallenge_processed.npz', qr_collisions=4, qr_flag=False, qr_operation='mult', qr_threshold=200, raw_data_file='./input/train.txt', round_targets=True, save_model='', save_onnx=False, size_scale=1, sync_dense_params=True, test_freq=80000, test_mini_batch_size=16384, test_num_workers=-16, use_gpu=True)
2020-11-12 21:46:17,520   dataset kaggle #day 7
2020-11-12 21:46:17,520   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-12 21:46:45,526   Sparse fea = 26, Dense fea = 13
2020-11-12 21:46:45,613   Defined train indices...
2020-11-12 21:46:47,341   Randomized indices across days ...
2020-11-12 21:47:17,935   Split data according to indices...
2020-11-12 21:47:17,937   dataset kaggle #day 7
2020-11-12 21:47:17,937   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-12 21:47:45,961   Sparse fea = 26, Dense fea = 13
2020-11-12 21:47:46,048   Defined test indices...
2020-11-12 21:47:47,776   Randomized indices across days ...
2020-11-12 21:47:50,087   Split data according to indices...
2020-11-12 21:47:55,638   dlrm: DLRM_Net(
  (emb_l): ModuleList(
    (0): EmbeddingBag(1460, 8, mode=sum)
    (1): EmbeddingBag(583, 8, mode=sum)
    (2): EmbeddingBag(10131227, 8, mode=sum)
    (3): EmbeddingBag(2202608, 8, mode=sum)
    (4): EmbeddingBag(305, 8, mode=sum)
    (5): EmbeddingBag(24, 8, mode=sum)
    (6): EmbeddingBag(12517, 8, mode=sum)
    (7): EmbeddingBag(633, 8, mode=sum)
    (8): EmbeddingBag(3, 8, mode=sum)
    (9): EmbeddingBag(93145, 8, mode=sum)
    (10): EmbeddingBag(5683, 8, mode=sum)
    (11): EmbeddingBag(8351593, 8, mode=sum)
    (12): EmbeddingBag(3194, 8, mode=sum)
    (13): EmbeddingBag(27, 8, mode=sum)
    (14): EmbeddingBag(14992, 8, mode=sum)
    (15): EmbeddingBag(5461306, 8, mode=sum)
    (16): EmbeddingBag(10, 8, mode=sum)
    (17): EmbeddingBag(5652, 8, mode=sum)
    (18): EmbeddingBag(2173, 8, mode=sum)
    (19): EmbeddingBag(4, 8, mode=sum)
    (20): EmbeddingBag(7046547, 8, mode=sum)
    (21): EmbeddingBag(18, 8, mode=sum)
    (22): EmbeddingBag(15, 8, mode=sum)
    (23): EmbeddingBag(286181, 8, mode=sum)
    (24): EmbeddingBag(105, 8, mode=sum)
    (25): EmbeddingBag(142572, 8, mode=sum)
  )
  (bot_l): Sequential(
    (0): Linear(in_features=13, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=32, bias=True)
    (3): ReLU()
    (4): Linear(in_features=32, out_features=33, bias=True)
    (5): ReLU()
    (6): Linear(in_features=33, out_features=8, bias=True)
    (7): ReLU()
  )
  (top_l): Sequential(
    (0): Linear(in_features=359, out_features=64, bias=True)
    (1): ReLU()
    (2): Linear(in_features=64, out_features=32, bias=True)
    (3): ReLU()
    (4): Linear(in_features=32, out_features=1, bias=True)
    (5): Sigmoid()
  )
)
2020-11-12 21:47:55,638   
param size = 270.13M
2020-11-12 21:47:55,639   
m_spa=8, ln_emb=[    1460      583 10131227  2202608      305       24    12517      633
        3    93145     5683  8351593     3194       27    14992  5461306
       10     5652     2173        4  7046547       18       15   286181
      105   142572], ln_bot=[13 64 32 33  8], ln_top=[359  64  32   1]
2020-11-12 21:47:55,639   time/loss/accuracy (if enabled):
2020-11-12 21:47:56,547   Stage 0, This growth start from input index 0
2020-11-12 21:48:06,885   Finished training it 1024/613937 of epoch 0, -1.00 ms/it, loss 0.525653, accuracy 75.055 %
2020-11-12 21:48:15,392   Finished training it 2048/613937 of epoch 0, -1.00 ms/it, loss 0.504505, accuracy 76.552 %
2020-11-12 21:48:23,870   Finished training it 3072/613937 of epoch 0, -1.00 ms/it, loss 0.500937, accuracy 76.546 %
2020-11-12 21:48:32,365   Finished training it 4096/613937 of epoch 0, -1.00 ms/it, loss 0.493752, accuracy 76.930 %
2020-11-12 21:48:40,877   Finished training it 5120/613937 of epoch 0, -1.00 ms/it, loss 0.492992, accuracy 76.875 %
2020-11-12 21:48:49,372   Finished training it 6144/613937 of epoch 0, -1.00 ms/it, loss 0.486550, accuracy 77.200 %
2020-11-12 21:48:57,863   Finished training it 7168/613937 of epoch 0, -1.00 ms/it, loss 0.480817, accuracy 77.643 %
2020-11-12 21:49:06,342   Finished training it 8192/613937 of epoch 0, -1.00 ms/it, loss 0.478778, accuracy 77.785 %
2020-11-12 21:49:14,858   Finished training it 9216/613937 of epoch 0, -1.00 ms/it, loss 0.482868, accuracy 77.324 %
2020-11-12 21:49:23,378   Finished training it 10240/613937 of epoch 0, -1.00 ms/it, loss 0.478574, accuracy 77.539 %
2020-11-12 21:49:31,878   Finished training it 11264/613937 of epoch 0, -1.00 ms/it, loss 0.477922, accuracy 77.553 %
2020-11-12 21:49:40,366   Finished training it 12288/613937 of epoch 0, -1.00 ms/it, loss 0.476073, accuracy 77.859 %
2020-11-12 21:49:48,856   Finished training it 13312/613937 of epoch 0, -1.00 ms/it, loss 0.473900, accuracy 78.017 %
2020-11-12 21:49:57,327   Finished training it 14336/613937 of epoch 0, -1.00 ms/it, loss 0.472847, accuracy 77.892 %
2020-11-12 21:50:05,836   Finished training it 15360/613937 of epoch 0, -1.00 ms/it, loss 0.476445, accuracy 77.722 %
2020-11-12 21:50:14,330   Finished training it 16384/613937 of epoch 0, -1.00 ms/it, loss 0.471503, accuracy 78.178 %
2020-11-12 21:50:22,825   Finished training it 17408/613937 of epoch 0, -1.00 ms/it, loss 0.473928, accuracy 78.084 %
2020-11-12 21:50:31,322   Finished training it 18432/613937 of epoch 0, -1.00 ms/it, loss 0.469612, accuracy 78.133 %
2020-11-12 21:50:39,846   Finished training it 19456/613937 of epoch 0, -1.00 ms/it, loss 0.469097, accuracy 78.040 %
2020-11-12 21:50:48,345   Finished training it 20480/613937 of epoch 0, -1.00 ms/it, loss 0.472075, accuracy 77.783 %
2020-11-12 21:50:56,853   Finished training it 21504/613937 of epoch 0, -1.00 ms/it, loss 0.468706, accuracy 78.130 %
2020-11-12 21:51:05,367   Finished training it 22528/613937 of epoch 0, -1.00 ms/it, loss 0.470049, accuracy 78.123 %
2020-11-12 21:51:13,897   Finished training it 23552/613937 of epoch 0, -1.00 ms/it, loss 0.463335, accuracy 78.546 %
2020-11-12 21:51:22,390   Finished training it 24576/613937 of epoch 0, -1.00 ms/it, loss 0.467339, accuracy 78.255 %
2020-11-12 21:51:30,877   Finished training it 25600/613937 of epoch 0, -1.00 ms/it, loss 0.472000, accuracy 78.088 %
2020-11-12 21:51:39,382   Finished training it 26624/613937 of epoch 0, -1.00 ms/it, loss 0.469641, accuracy 78.024 %
2020-11-12 21:51:47,910   Finished training it 27648/613937 of epoch 0, -1.00 ms/it, loss 0.467316, accuracy 78.241 %
2020-11-12 21:51:56,422   Finished training it 28672/613937 of epoch 0, -1.00 ms/it, loss 0.468443, accuracy 78.065 %
2020-11-12 21:52:04,927   Finished training it 29696/613937 of epoch 0, -1.00 ms/it, loss 0.468283, accuracy 77.898 %
2020-11-12 21:52:13,444   Finished training it 30720/613937 of epoch 0, -1.00 ms/it, loss 0.464273, accuracy 78.464 %
2020-11-12 21:52:21,958   Finished training it 31744/613937 of epoch 0, -1.00 ms/it, loss 0.465882, accuracy 78.242 %
2020-11-12 21:52:30,466   Finished training it 32768/613937 of epoch 0, -1.00 ms/it, loss 0.466533, accuracy 78.246 %
2020-11-12 21:52:38,952   Finished training it 33792/613937 of epoch 0, -1.00 ms/it, loss 0.463887, accuracy 78.345 %
2020-11-12 21:52:47,469   Finished training it 34816/613937 of epoch 0, -1.00 ms/it, loss 0.465416, accuracy 78.224 %
2020-11-12 21:52:55,972   Finished training it 35840/613937 of epoch 0, -1.00 ms/it, loss 0.465004, accuracy 78.410 %
2020-11-12 21:53:04,494   Finished training it 36864/613937 of epoch 0, -1.00 ms/it, loss 0.468679, accuracy 78.157 %
2020-11-12 21:53:13,026   Finished training it 37888/613937 of epoch 0, -1.00 ms/it, loss 0.464383, accuracy 78.323 %
2020-11-12 21:53:21,537   Finished training it 38912/613937 of epoch 0, -1.00 ms/it, loss 0.466652, accuracy 78.384 %
2020-11-12 21:53:30,037   Finished training it 39936/613937 of epoch 0, -1.00 ms/it, loss 0.465117, accuracy 78.348 %
2020-11-12 21:53:38,571   Finished training it 40960/613937 of epoch 0, -1.00 ms/it, loss 0.465436, accuracy 78.218 %
