2020-11-21 01:55:05,029   ******************************************************
2020-11-21 01:55:05,029                     dlrm_s_pytorch.py                   
2020-11-21 01:55:05,029   args = Namespace(activation_function='relu', arch_embedding_size='4-3-2', arch_interaction_itself=False, arch_interaction_op='dot', arch_mlp_bot='13-4096-2048-2112-16', arch_mlp_top='4096-2048-1', arch_sparse_feature_size=16, data_generation='dataset', data_randomize='total', data_set='kaggle', data_size=1, data_sub_sample_rate=0.0, data_trace_enable_padding=False, data_trace_file='./input/dist_emb_j.log', dataset_multiprocessing=False, debug_mode=False, enable_profiling=False, gpu_id='1', grow_embedding=False, growth_step=0, growth_stop_horizon=0.1, inference_only=False, initialization='zero', learning_rate=0.1, load_model='', loss_function='bce', loss_threshold=0.0, loss_weights='1.0-1.0', lr_decay_start_step=0, lr_num_decay_steps=0, lr_num_warmup_steps=0, max_ind_range=-1, md_flag=False, md_round_dims=False, md_temperature=0.3, md_threshold=200, memory_map=False, mini_batch_size=64, mlperf_acc_threshold=0.0, mlperf_auc_threshold=0.0, mlperf_bin_loader=False, mlperf_bin_shuffle=False, mlperf_logging=False, nepochs=1, num_batches=0, num_indices_per_lookup=10, num_indices_per_lookup_fixed=False, num_workers=0, numpy_rand_seed=123, plot_compute_graph=False, print_freq=1024, print_precision=5, print_time=False, processed_data_file='./input/kaggleAdDisplayChallenge_processed.npz', qr_collisions=4, qr_flag=False, qr_operation='mult', qr_threshold=200, raw_data_file='./input/train.txt', round_targets=True, save_model='', save_onnx=False, size_scale=1, sync_dense_params=True, test_freq=80000, test_mini_batch_size=16384, test_num_workers=-16, use_gpu=True)
2020-11-21 01:55:05,041   dataset kaggle #day 7
2020-11-21 01:55:05,041   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-21 01:55:33,104   Sparse fea = 26, Dense fea = 13
2020-11-21 01:55:33,191   Defined train indices...
2020-11-21 01:55:34,924   Randomized indices across days ...
2020-11-21 01:56:05,209   Split data according to indices...
2020-11-21 01:56:05,211   dataset kaggle #day 7
2020-11-21 01:56:05,211   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-21 01:56:38,643   Sparse fea = 26, Dense fea = 13
2020-11-21 01:56:39,096   Defined test indices...
2020-11-21 01:56:41,043   Randomized indices across days ...
2020-11-21 01:56:43,325   Split data according to indices...
2020-11-21 01:56:59,706   save_model to ./saved_model/model_FCparam2e+04K.pickle

2020-11-21 01:56:59,707   FC param size = 22709.33K, param size = 562.91M,  FLOP = 45418658.00K
2020-11-21 01:56:59,707   m_spa=16, ln_bot=[  13 4096 2048 2112   16], ln_top=[ 367 4096 2048    1] 

2020-11-21 01:56:59,708   time/loss/accuracy (if enabled):
2020-11-21 01:57:09,668   Finished training it 1024/613937 of epoch 0, -1.00 ms/it, loss 0.526489, accuracy 75.110 %,  lr = 0.100
2020-11-21 01:57:18,002   Finished training it 2048/613937 of epoch 0, -1.00 ms/it, loss 0.506800, accuracy 76.456 %,  lr = 0.100
2020-11-21 01:57:27,461   Finished training it 3072/613937 of epoch 0, -1.00 ms/it, loss 0.505446, accuracy 76.320 %,  lr = 0.100
2020-11-21 01:57:36,967   Finished training it 4096/613937 of epoch 0, -1.00 ms/it, loss 0.498782, accuracy 76.578 %,  lr = 0.100
2020-11-21 01:57:46,485   Finished training it 5120/613937 of epoch 0, -1.00 ms/it, loss 0.497990, accuracy 76.637 %,  lr = 0.100
2020-11-21 01:57:56,007   Finished training it 6144/613937 of epoch 0, -1.00 ms/it, loss 0.490765, accuracy 76.932 %,  lr = 0.100
2020-11-21 01:58:05,519   Finished training it 7168/613937 of epoch 0, -1.00 ms/it, loss 0.483762, accuracy 77.551 %,  lr = 0.100
2020-11-21 01:58:15,057   Finished training it 8192/613937 of epoch 0, -1.00 ms/it, loss 0.480501, accuracy 77.753 %,  lr = 0.100
2020-11-21 01:58:24,537   Finished training it 9216/613937 of epoch 0, -1.00 ms/it, loss 0.484516, accuracy 77.316 %,  lr = 0.100
2020-11-21 01:58:34,046   Finished training it 10240/613937 of epoch 0, -1.00 ms/it, loss 0.480206, accuracy 77.492 %,  lr = 0.100
2020-11-21 01:58:43,533   Finished training it 11264/613937 of epoch 0, -1.00 ms/it, loss 0.479081, accuracy 77.588 %,  lr = 0.100
2020-11-21 01:58:53,034   Finished training it 12288/613937 of epoch 0, -1.00 ms/it, loss 0.477270, accuracy 77.687 %,  lr = 0.100
2020-11-21 01:59:02,650   Finished training it 13312/613937 of epoch 0, -1.00 ms/it, loss 0.474724, accuracy 78.032 %,  lr = 0.100
2020-11-21 01:59:12,127   Finished training it 14336/613937 of epoch 0, -1.00 ms/it, loss 0.473800, accuracy 77.866 %,  lr = 0.100
2020-11-21 01:59:21,612   Finished training it 15360/613937 of epoch 0, -1.00 ms/it, loss 0.477211, accuracy 77.661 %,  lr = 0.100
2020-11-21 01:59:31,108   Finished training it 16384/613937 of epoch 0, -1.00 ms/it, loss 0.472112, accuracy 78.122 %,  lr = 0.100
2020-11-21 01:59:40,584   Finished training it 17408/613937 of epoch 0, -1.00 ms/it, loss 0.474467, accuracy 77.916 %,  lr = 0.100
2020-11-21 01:59:50,091   Finished training it 18432/613937 of epoch 0, -1.00 ms/it, loss 0.470155, accuracy 78.111 %,  lr = 0.100
2020-11-21 01:59:59,587   Finished training it 19456/613937 of epoch 0, -1.00 ms/it, loss 0.468995, accuracy 78.075 %,  lr = 0.100
2020-11-21 02:00:09,079   Finished training it 20480/613937 of epoch 0, -1.00 ms/it, loss 0.471971, accuracy 77.742 %,  lr = 0.100
