2020-11-27 20:43:19,286   ******************************************************
2020-11-27 20:43:19,286                     dlrm_s_pytorch.py                   
2020-11-27 20:43:19,286   args = Namespace(activation_function='relu', arch_embedding_size='4-3-2', arch_interaction_itself=False, arch_interaction_op='dot', arch_mlp_bot='13-1024-512-528-16', arch_mlp_top='1024-512-1', arch_sparse_feature_size=16, data_generation='dataset', data_randomize='total', data_set='kaggle', data_size=1, data_sub_sample_rate=0.0, data_trace_enable_padding=False, data_trace_file='./input/dist_emb_j.log', dataset_multiprocessing=False, debug_mode=False, debuglog='', enable_profiling=False, gpu_id='1', grow_embedding=False, growth_step=2, growth_stop_horizon=1.0, inference_only=False, initialization='zero', learning_rate=0.1, load_model='', loss_function='bce', loss_threshold=0.0, loss_weights='1.0-1.0', lr_decay_start_step=0, lr_num_decay_steps=0, lr_num_warmup_steps=0, max_ind_range=-1, md_flag=False, md_round_dims=False, md_temperature=0.3, md_threshold=200, memory_map=False, mini_batch_size=64, mlperf_acc_threshold=0.0, mlperf_auc_threshold=0.0, mlperf_bin_loader=False, mlperf_bin_shuffle=False, mlperf_logging=False, nepochs=1, num_batches=0, num_indices_per_lookup=10, num_indices_per_lookup_fixed=False, num_workers=0, numpy_rand_seed=123, plot_compute_graph=False, print_freq=1024, print_precision=5, print_time=False, processed_data_file='./input/kaggleAdDisplayChallenge_processed.npz', qr_collisions=4, qr_flag=False, qr_operation='mult', qr_threshold=200, raw_data_file='./input/train.txt', round_targets=True, save_model='', save_onnx=False, size_scale=1, sync_dense_params=True, test_freq=80000, test_mini_batch_size=16384, test_num_workers=-16, use_gpu=True)
2020-11-27 20:43:19,311   dataset kaggle #day 7
2020-11-27 20:43:19,311   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-27 20:43:47,728   Sparse fea = 26, Dense fea = 13
2020-11-27 20:43:47,815   Defined train indices...
2020-11-27 20:43:49,544   Randomized indices across days ...
2020-11-27 20:44:20,229   Split data according to indices...
2020-11-27 20:44:20,230   dataset kaggle #day 7
2020-11-27 20:44:20,230   Reading pre-processed data=./input/kaggleAdDisplayChallenge_processed.npz
2020-11-27 20:44:51,953   Sparse fea = 26, Dense fea = 13
2020-11-27 20:44:52,040   Defined test indices...
2020-11-27 20:44:53,857   Randomized indices across days ...
2020-11-27 20:44:56,253   Split data according to indices...
2020-11-27 20:45:06,199   FC param size = 1720.61K, param size = 541.92M,  FLOP = 3441218.00K
2020-11-27 20:45:06,200   m_spa=16, ln_bot=[  13 1024  512  528   16], ln_top=[ 367 1024  512    1] 

2020-11-27 20:45:06,200   time/loss/accuracy (if enabled):
2020-11-27 20:45:06,200   Stage 0, This growth start from input index 0
2020-11-27 20:45:18,392   Finished training it 1024/613937 of epoch 0, -1.00 ms/it, loss 0.524611, accuracy 75.122 %,  lr = 0.100
2020-11-27 20:45:28,706   Finished training it 2048/613937 of epoch 0, -1.00 ms/it, loss 0.504209, accuracy 76.537 %,  lr = 0.100
2020-11-27 20:45:38,972   Finished training it 3072/613937 of epoch 0, -1.00 ms/it, loss 0.501535, accuracy 76.608 %,  lr = 0.100
2020-11-27 20:45:49,246   Finished training it 4096/613937 of epoch 0, -1.00 ms/it, loss 0.494267, accuracy 76.898 %,  lr = 0.100
2020-11-27 20:45:59,544   Finished training it 5120/613937 of epoch 0, -1.00 ms/it, loss 0.492126, accuracy 76.868 %,  lr = 0.100
2020-11-27 20:46:09,887   Finished training it 6144/613937 of epoch 0, -1.00 ms/it, loss 0.485619, accuracy 77.170 %,  lr = 0.100
2020-11-27 20:46:20,141   Finished training it 7168/613937 of epoch 0, -1.00 ms/it, loss 0.480195, accuracy 77.667 %,  lr = 0.100
2020-11-27 20:46:30,448   Finished training it 8192/613937 of epoch 0, -1.00 ms/it, loss 0.477388, accuracy 77.937 %,  lr = 0.100
2020-11-27 20:46:40,780   Finished training it 9216/613937 of epoch 0, -1.00 ms/it, loss 0.482331, accuracy 77.316 %,  lr = 0.100
2020-11-27 20:46:51,050   Finished training it 10240/613937 of epoch 0, -1.00 ms/it, loss 0.478358, accuracy 77.548 %,  lr = 0.100
2020-11-27 20:47:01,298   Finished training it 11264/613937 of epoch 0, -1.00 ms/it, loss 0.477185, accuracy 77.747 %,  lr = 0.100
2020-11-27 20:47:11,577   Finished training it 12288/613937 of epoch 0, -1.00 ms/it, loss 0.475716, accuracy 77.808 %,  lr = 0.100
2020-11-27 20:47:21,879   Finished training it 13312/613937 of epoch 0, -1.00 ms/it, loss 0.473223, accuracy 78.113 %,  lr = 0.100
2020-11-27 20:47:32,165   Finished training it 14336/613937 of epoch 0, -1.00 ms/it, loss 0.472581, accuracy 77.826 %,  lr = 0.100
2020-11-27 20:47:42,455   Finished training it 15360/613937 of epoch 0, -1.00 ms/it, loss 0.475912, accuracy 77.637 %,  lr = 0.100
2020-11-27 20:47:52,748   Finished training it 16384/613937 of epoch 0, -1.00 ms/it, loss 0.470890, accuracy 78.154 %,  lr = 0.100
2020-11-27 20:48:03,020   Finished training it 17408/613937 of epoch 0, -1.00 ms/it, loss 0.473121, accuracy 78.020 %,  lr = 0.100
2020-11-27 20:48:13,259   Finished training it 18432/613937 of epoch 0, -1.00 ms/it, loss 0.468842, accuracy 78.128 %,  lr = 0.100
2020-11-27 20:48:23,511   Finished training it 19456/613937 of epoch 0, -1.00 ms/it, loss 0.468021, accuracy 78.149 %,  lr = 0.100
2020-11-27 20:48:33,857   Finished training it 20480/613937 of epoch 0, -1.00 ms/it, loss 0.470984, accuracy 77.806 %,  lr = 0.100
